,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
774310,3311,413,4,967959344,M,25,4,90039,Airheads (1994),Comedy,False
964885,5686,1008,1,958690234,M,56,16,60610,"Davy Crockett, King of the Wild Frontier (1955)",Western,False
631458,17,2661,4,978160739,M,50,1,95350,It Came from Outer Space (1953),Sci-Fi,False
802074,4238,1785,2,965311026,M,35,16,44691,King of New York (1990),Action|Crime,False
561205,5661,246,4,958778739,F,25,15,03255,Hoop Dreams (1994),Documentary,False
961391,493,213,5,976214879,M,50,7,55016,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,False
611716,5837,70,4,957844701,M,25,7,60607,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,False
384332,1922,2320,2,974696152,F,25,7,94303,Apt Pupil (1998),Drama|Thriller,False
429088,877,586,3,975271341,M,25,0,90631,Home Alone (1990),Children's|Comedy,False
9827,3916,2804,4,965758017,M,25,4,02134,"Christmas Story, A (1983)",Comedy|Drama,False
719036,3993,3052,4,965680794,M,25,0,22015,Dogma (1999),Comedy,False
66605,2808,2628,5,991921078,M,56,16,60610,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
492127,1496,1967,3,974752540,M,25,17,94108,Labyrinth (1986),Adventure|Children's|Fantasy,False
325631,2895,1101,3,971990580,M,25,11,07039,Top Gun (1986),Action|Romance,False
593016,1125,3798,2,1004444332,F,18,4,53715,What Lies Beneath (2000),Thriller,False
424761,3018,1252,4,970522728,M,35,0,45242,Chinatown (1974),Film-Noir|Mystery|Thriller,False
499965,2016,2424,4,974676880,F,56,2,20783,You've Got Mail (1998),Comedy|Romance,False
319039,5957,1243,5,958404944,M,18,20,02038,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,False
761660,2611,2709,2,992890550,M,25,3,07719,Muppets From Space (1999),Children's|Comedy,False
306900,2315,412,3,974479088,M,56,7,48114,"Age of Innocence, The (1993)",Drama,False
240,844,1193,4,975356498,M,25,0,92121,One Flew Over the Cuckoo's Nest (1975),Drama,False
966674,808,2812,2,975393742,M,25,7,85226,In Too Deep (1999),Action|Thriller,False
720057,3681,429,3,966357300,M,25,7,29662,Cabin Boy (1994),Comedy,False
32204,4062,1721,4,965481531,M,25,7,60559,Titanic (1997),Drama|Romance,False
643220,1926,3827,4,974691105,F,1,0,95404,Space Cowboys (2000),Action|Sci-Fi,False
331681,3823,383,5,965945412,M,56,7,93711,Wyatt Earp (1994),Western,False
152079,1899,1124,3,975036272,F,45,6,02135,On Golden Pond (1981),Drama,False
224591,1726,1240,3,974710000,M,25,2,60160,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
875877,5524,3404,3,959639199,F,1,10,26505,Titanic (1953),Action|Drama,False
700819,2100,2502,4,974653374,F,25,0,24017,Office Space (1999),Comedy|Romance,False
566233,1057,788,3,974952440,M,45,17,73069,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
449705,5776,2657,2,958163532,M,18,12,97205,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
531879,4784,1073,4,963253232,F,35,6,48105,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
414752,4422,3623,1,965117552,M,25,5,10463,Mission: Impossible 2 (2000),Action|Thriller,False
668020,1015,1956,5,975016122,M,35,3,11220,Ordinary People (1980),Drama,False
930049,5771,2899,4,958753512,M,25,7,95616,Gulliver's Travels (1939),Adventure|Animation|Children's,False
86865,5858,902,4,957716510,M,25,4,01002,Breakfast at Tiffany's (1961),Drama|Romance,False
774065,4845,2247,4,963282216,F,25,1,55413,Married to the Mob (1988),Comedy,False
769700,1611,1285,4,980749103,M,25,0,03867,Heathers (1989),Comedy,False
692000,4137,2064,5,965348393,M,25,7,91941,Roger & Me (1989),Comedy|Documentary,False
540535,3093,1080,4,969650269,F,45,20,89134,Monty Python's Life of Brian (1979),Comedy,False
589941,524,2694,1,976172426,M,18,0,91320,Big Daddy (1999),Comedy,False
473458,1930,1374,3,974691976,M,25,15,94550,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
260496,5060,2716,5,962486612,M,45,17,84109-2001,Ghostbusters (1984),Comedy|Horror,False
252627,1303,1191,2,974872494,M,25,19,94111,Madonna: Truth or Dare (1991),Documentary,False
325262,426,1101,4,976597973,M,18,4,55455,Top Gun (1986),Action|Romance,False
943487,2820,3872,5,972657356,F,35,0,02138,"Suddenly, Last Summer (1959)",Drama,False
467707,5367,1294,4,960502720,M,18,4,55344,M*A*S*H (1970),Comedy|War,False
60347,1447,1357,4,981019039,M,18,4,80521,Shine (1996),Drama|Romance,False
438841,2691,2640,5,976390619,M,18,4,06459,Superman (1978),Action|Adventure|Sci-Fi,False
795946,3224,930,5,968703510,F,25,14,93428,Notorious (1946),Film-Noir|Romance|Thriller,False
273549,2017,3386,5,974675620,M,25,17,35808,JFK (1991),Drama|Mystery,False
61721,3471,647,4,973141642,M,18,4,80302,Courage Under Fire (1996),Drama|War,False
650396,550,3927,3,976162202,M,45,8,21559,Fantastic Voyage (1966),Adventure|Sci-Fi,False
667777,3885,1882,2,965811223,M,25,12,92728,Godzilla (1998),Action|Sci-Fi,False
943634,5042,851,4,962663053,F,18,2,55408,Basquiat (1996),Drama,False
14831,1930,2918,4,982435035,M,25,15,94550,Ferris Bueller's Day Off (1986),Comedy,False
909298,3656,314,3,966448823,F,45,5,34610,"Secret of Roan Inish, The (1994)",Drama,False
282601,4323,2599,2,965285794,M,18,4,82072,Election (1999),Comedy,False
587206,5097,1263,5,962373382,M,56,16,19131,"Deer Hunter, The (1978)",Drama|War,False
557545,4308,2710,3,965261005,M,25,0,33702,"Blair Witch Project, The (1999)",Horror,False
379594,4675,2600,4,963739847,F,18,4,27514,eXistenZ (1999),Action|Sci-Fi|Thriller,False
242299,3900,296,5,965877530,F,25,14,55343,Pulp Fiction (1994),Crime|Drama,False
928456,146,3054,2,980452460,F,35,20,10954,Pok�mon: The First Movie (1998),Animation|Children's,False
623896,3458,2828,3,967225800,M,45,0,02131,Dudley Do-Right (1999),Children's|Comedy,False
338562,2756,1947,4,985994456,M,18,4,97331,West Side Story (1961),Musical|Romance,False
889299,3043,2328,1,970248209,M,18,2,90069,Vampires (1998),Horror,False
487025,5161,3703,4,961907637,M,25,4,30052,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,False
884272,3391,2016,3,967667312,M,18,4,48135,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western,False
785788,2437,2942,2,974223006,M,25,4,22923,Flashdance (1983),Drama|Romance,False
771553,4979,1298,1,962600989,M,35,2,55423,Pink Floyd - The Wall (1982),Drama|Musical|War,False
969146,4948,2905,4,962650162,M,45,2,94618,Sanjuro (1962),Action|Adventure,False
517225,2180,2872,4,974609025,M,25,12,27713-9225,Excalibur (1981),Action|Drama|Fantasy|Romance,False
577096,1513,1262,5,974748877,F,35,16,95003,"Great Escape, The (1963)",Adventure|War,False
590672,6036,2694,1,956709526,F,25,15,32603,Big Daddy (1999),Comedy,False
925919,987,1187,4,978800734,F,35,17,48098,Passion Fish (1992),Drama,False
750755,4279,3763,3,965282728,M,25,16,43215,F/X (1986),Action|Crime|Thriller,False
644372,2279,1077,5,974560337,M,50,7,08816,Sleeper (1973),Comedy|Sci-Fi,False
891933,2857,100,3,972509642,M,25,0,10469,City Hall (1996),Drama|Thriller,False
314706,1231,2908,4,974920449,M,25,12,60515,Boys Don't Cry (1999),Drama,False
911676,3927,113,3,965710495,F,25,16,67846,Before and After (1996),Drama|Mystery,False
245988,5172,3079,4,1044152777,F,35,11,05602,Mansfield Park (1999),Drama,False
236663,4995,3793,4,968297503,M,50,20,55419,X-Men (2000),Action|Sci-Fi,False
219192,5015,2366,2,972931994,M,35,6,92672,King Kong (1933),Action|Adventure|Horror,False
355888,4653,1393,4,975533304,M,35,12,95051,Jerry Maguire (1996),Drama|Romance,False
628974,692,1779,3,978371232,F,25,0,85207,Sphere (1998),Adventure|Sci-Fi|Thriller,False
396794,5133,3510,3,962089972,M,18,11,10028,Frequency (2000),Drama|Thriller,False
287895,429,1653,5,976258190,M,18,0,54901,Gattaca (1997),Drama|Sci-Fi|Thriller,False
133804,970,1198,4,975220612,M,25,0,27615,Raiders of the Lost Ark (1981),Action|Adventure,False
8239,157,1287,4,977248901,M,35,16,12866,Ben-Hur (1959),Action|Adventure|Drama,False
470177,3067,339,4,970001805,F,25,0,02148,While You Were Sleeping (1995),Comedy|Romance,False
478156,3546,916,4,967023802,M,25,20,41706,Roman Holiday (1953),Comedy|Romance,False
294604,1764,1513,4,974708951,M,18,0,75149,Romy and Michele's High School Reunion (1997),Comedy,False
403959,5699,1356,3,958619065,M,35,15,94706,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,False
220078,3058,1387,4,970591939,M,18,12,55123,Jaws (1975),Action|Horror,False
516159,1523,969,3,974745994,M,25,17,95209,"African Queen, The (1951)",Action|Adventure|Romance|War,False
782866,631,3152,4,975780157,M,35,17,28601,"Last Picture Show, The (1971)",Drama,False
151992,411,1124,3,978452902,F,45,1,43214,On Golden Pond (1981),Drama,False
533089,2073,541,2,974752186,F,18,4,13148,Blade Runner (1982),Film-Noir|Sci-Fi,False
374006,3056,253,4,970126175,M,25,18,10309,Interview with the Vampire (1994),Drama|Horror,False
344536,5942,2469,4,957206440,M,45,1,01867,Peggy Sue Got Married (1986),Comedy|Romance,False
476248,2731,1376,5,973244224,M,35,7,11050,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
877141,4090,1752,2,965425823,M,56,6,77379,Hard Rain (1998),Action|Thriller,False
158131,5483,380,3,959888639,F,25,6,15202,True Lies (1994),Action|Adventure|Comedy|Romance,False
729781,1223,1248,5,974837547,M,25,2,60102,Touch of Evil (1958),Crime|Film-Noir|Thriller,False
418415,3270,1307,5,968200086,M,18,11,45220,When Harry Met Sally... (1989),Comedy|Romance,False
834746,2018,3365,4,974676331,M,35,16,46214,"Searchers, The (1956)",Western,False
249656,225,1046,4,976832339,M,25,7,11215,Beautiful Thing (1996),Drama|Romance,False
72684,4107,1210,5,965518968,F,25,0,23221,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
562252,4079,1288,2,991760339,M,35,17,26505,This Is Spinal Tap (1984),Comedy|Drama|Musical,False
486319,1377,3703,3,974767708,M,35,16,65270,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,False
60499,3301,1357,2,968215678,F,25,2,85719,Shine (1996),Drama|Romance,False
86561,3055,902,4,970337392,F,25,3,98501,Breakfast at Tiffany's (1961),Drama|Romance,False
714962,1851,185,2,998443274,M,25,19,59602,"Net, The (1995)",Sci-Fi|Thriller,False
372848,242,3173,2,977268771,F,18,4,53706,Any Given Sunday (1999),Drama,False
353990,1109,2336,4,974921015,M,18,10,45904,Elizabeth (1998),Drama,False
387117,4607,2329,4,964307564,M,25,0,27403,American History X (1998),Drama,False
77076,3029,3578,5,970362343,M,18,4,92037,Gladiator (2000),Action|Drama,False
826573,4666,3169,2,964799160,M,35,1,53704,"Falcon and the Snowman, The (1984)",Drama,False
604909,2429,1396,5,974420941,M,25,2,22903,Sneakers (1992),Crime|Drama|Sci-Fi,False
46219,2944,2692,5,1011117284,F,18,4,48104,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance,False
204429,2794,1304,2,972920942,M,25,2,20036,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
210850,780,1136,4,975439432,M,25,17,91776,Monty Python and the Holy Grail (1974),Comedy,False
489417,1194,858,5,1036258089,F,25,1,95617,"Godfather, The (1972)",Action|Crime|Drama,False
439501,5858,2640,4,957716901,M,25,4,01002,Superman (1978),Action|Adventure|Sci-Fi,False
165249,1484,3418,4,997906447,M,25,12,07054,Thelma & Louise (1991),Action|Drama,False
41685,173,1,4,995304562,M,25,0,45237,Toy Story (1995),Animation|Children's|Comedy,False
506177,5531,1129,4,959620182,M,50,17,09056,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,False
195836,904,1580,3,975209657,M,35,20,92308,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
850551,3012,3864,1,998072745,M,25,12,78660,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,False
862786,3807,891,3,965966757,F,35,19,32095,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,False
980366,4375,3031,3,966686630,F,25,5,40241,Repossessed (1990),Comedy,False
796029,4510,930,3,964990933,M,45,7,92503,Notorious (1946),Film-Noir|Romance|Thriller,False
992492,5511,422,5,959717184,M,45,1,92407,Blink (1994),Thriller,False
940500,5451,2476,5,959934076,F,25,1,98115,Heartbreak Ridge (1986),Action|War,False
767783,1173,236,3,975001930,F,25,7,10019,French Kiss (1995),Comedy|Romance,False
543793,3957,2393,4,965675811,M,35,11,40242,Star Trek: Insurrection (1998),Action|Sci-Fi,False
589618,4268,2243,1,965303967,F,45,20,04046,Broadcast News (1987),Comedy|Drama|Romance,False
421332,1637,1320,4,974715663,M,56,0,90049,Alien� (1992),Action|Horror|Sci-Fi|Thriller,False
560892,2818,246,4,972671184,M,25,12,55106,Hoop Dreams (1994),Documentary,False
895142,4083,3605,4,965458306,M,56,14,92630,King Creole (1958),Drama|Musical,False
494601,4016,3066,3,965530547,M,50,0,33901,Tora! Tora! Tora! (1970),War,False
828491,2497,1086,5,974091424,F,50,14,37922,Dial M for Murder (1954),Mystery|Thriller,False
181951,5095,1247,4,962383760,F,35,1,23508,"Graduate, The (1967)",Drama|Romance,False
171363,2777,1784,5,973050285,M,18,4,95326,As Good As It Gets (1997),Comedy|Drama,False
899128,5329,290,5,961008352,F,25,5,91773,Once Were Warriors (1994),Crime|Drama,False
946897,3320,1995,1,970861612,M,25,1,56082,Poltergeist II: The Other Side (1986),Horror|Thriller,False
936477,4277,2060,4,995101469,M,35,16,98133,BASEketball (1998),Comedy,False
969149,5255,2905,5,966572370,M,1,10,55305,Sanjuro (1962),Action|Adventure,False
269341,45,1279,2,977991263,F,45,16,94110,Night on Earth (1991),Comedy|Drama,False
205864,4079,2470,4,990621450,M,35,17,26505,Crocodile Dundee (1986),Adventure|Comedy,False
442638,3615,2140,1,966603151,M,25,17,76028,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,False
993925,1088,2179,1,1033977386,F,1,10,98103,Topaz (1969),Thriller,False
893925,3539,148,3,966932408,F,25,4,77006,"Awfully Big Adventure, An (1995)",Drama,False
564960,1015,342,4,979452077,M,35,3,11220,Muriel's Wedding (1994),Comedy|Romance,False
687558,3771,1321,5,966048024,M,25,1,14982,"American Werewolf in London, An (1981)",Horror,False
655379,2889,2139,4,972058015,M,35,3,55104,"Secret of NIMH, The (1982)",Animation|Children's,False
153681,654,21,5,975700809,M,50,7,75023,Get Shorty (1995),Action|Comedy|Drama,False
871744,2015,1970,2,974674597,M,18,4,01003,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror,False
341634,2205,1088,3,974606333,F,25,7,10016,Dirty Dancing (1987),Musical|Romance,False
463707,2909,2093,3,972585167,M,25,7,43228,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,False
892393,5276,1648,2,992268324,F,25,4,91740,"House of Yes, The (1997)",Comedy|Drama|Thriller,False
886585,2016,93,4,974677451,F,56,2,20783,Vampire in Brooklyn (1995),Comedy|Romance,False
730889,5762,1249,5,958220128,F,35,6,55125,Nikita (La Femme Nikita) (1990),Thriller,False
309019,2634,272,4,975935094,M,56,1,15701,"Madness of King George, The (1994)",Drama,False
520179,1631,1135,5,974722014,F,50,0,94514,Private Benjamin (1980),Comedy,False
18317,5432,2791,4,960056928,M,56,13,01742,Airplane! (1980),Comedy,False
530902,222,1073,4,976834803,M,25,1,55116,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
739463,984,11,3,975100181,M,50,16,92129,"American President, The (1995)",Comedy|Drama|Romance,False
774749,3829,1888,2,965940540,F,25,1,22307,Hope Floats (1998),Comedy|Drama|Romance,False
406538,3292,3751,5,968083262,F,50,6,79410,Chicken Run (2000),Animation|Children's|Comedy,False
217364,5663,1036,3,958768175,F,35,20,75093,Die Hard (1988),Action|Thriller,False
604206,4291,1608,5,965274732,M,35,14,98125,Air Force One (1997),Action|Thriller,False
756282,4269,2144,4,965302723,M,35,18,27603,Sixteen Candles (1984),Comedy,False
56701,5561,3114,5,959374294,F,25,3,74075,Toy Story 2 (1999),Animation|Children's|Comedy,False
52252,6016,1207,3,956957641,M,45,1,37209,To Kill a Mockingbird (1962),Drama,False
547156,2897,2105,3,971933452,M,25,5,97405,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,False
212193,5857,1136,4,957722788,F,45,2,43229,Monty Python and the Holy Grail (1974),Comedy,False
613651,216,2961,3,976867130,M,45,13,52761,"Story of Us, The (1999)",Comedy|Drama,False
266349,3475,1704,5,967130001,M,25,14,33133,Good Will Hunting (1997),Drama,False
470455,5691,339,5,958600411,M,35,14,66013,While You Were Sleeping (1995),Comedy|Romance,False
459277,721,329,4,975526902,F,35,9,97520,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,False
156672,4736,1090,4,963297660,M,18,20,91505,Platoon (1986),Drama|War,False
470371,5107,339,3,962336837,F,45,0,08081,While You Were Sleeping (1995),Comedy|Romance,False
387647,694,2541,4,975561888,M,18,4,76401,Cruel Intentions (1999),Drama,False
645922,3569,2454,3,967142710,F,18,2,48823,"Fly, The (1958)",Horror|Sci-Fi,False
479883,476,1015,5,976220405,M,35,0,55127,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,False
699388,5705,3082,3,958544312,F,18,4,90024,"World Is Not Enough, The (1999)",Action|Thriller,False
21254,4505,2797,4,964993345,M,50,7,39648,Big (1988),Comedy|Fantasy,False
783562,3778,1556,2,966035993,M,25,0,61832,Speed 2: Cruise Control (1997),Action|Romance|Thriller,False
350610,3684,1573,4,966350143,M,25,17,83713,Face/Off (1997),Action|Sci-Fi|Thriller,False
908603,1087,3185,4,988652204,M,25,16,08826,Snow Falling on Cedars (1999),Drama,False
364645,3425,1120,4,967366019,M,18,20,48135,"People vs. Larry Flynt, The (1996)",Drama,False
252393,3546,52,4,967027873,M,25,20,41706,Mighty Aphrodite (1995),Comedy,False
532721,869,541,3,975393360,M,18,20,92026,Blade Runner (1982),Film-Noir|Sci-Fi,False
110707,1252,1225,5,981130860,M,56,13,94134,Amadeus (1984),Drama,False
680816,727,2020,2,975518824,M,35,11,94061,Dangerous Liaisons (1988),Drama|Romance,False
476306,2996,1376,3,972413670,M,18,0,63011,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
559553,3067,231,4,970001678,F,25,0,02148,Dumb & Dumber (1994),Comedy,False
789931,4507,2459,5,964983414,M,18,4,61820,"Texas Chainsaw Massacre, The (1974)",Horror,False
397378,4312,300,4,1044715921,M,25,18,78757,Quiz Show (1994),Drama,False
720474,3425,1034,3,967352284,M,18,20,48135,Freeway (1996),Crime,False
374379,5426,253,4,960102284,M,25,14,95821,Interview with the Vampire (1994),Drama|Horror,False
478754,4323,1012,4,965284751,M,18,4,82072,Old Yeller (1957),Children's|Drama,False
678950,4856,2019,5,962831386,M,25,7,94110,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,False
309892,1137,3051,2,975362775,M,18,4,13165,Anywhere But Here (1999),Drama,False
911857,2041,2583,5,979180450,F,25,20,24015,Cookie's Fortune (1999),Mystery,False
380189,4060,555,4,965489186,M,25,18,55412,True Romance (1993),Action|Crime|Romance,False
827314,2986,1061,4,970811564,M,25,4,24060,Sleepers (1996),Crime|Drama,False
64496,5684,648,3,958606952,M,18,16,94110,Mission: Impossible (1996),Action|Adventure|Mystery,False
19681,1440,3105,2,974758258,M,35,12,94520,Awakenings (1990),Drama,False
624393,3887,2761,5,965806366,M,18,4,80513,"Iron Giant, The (1999)",Animation|Children's,False
789662,5709,471,4,961730912,M,18,4,90024,"Hudsucker Proxy, The (1994)",Comedy|Romance,False
89071,4458,1259,4,965096620,F,25,4,15701-2017,Stand by Me (1986),Adventure|Comedy|Drama,False
166247,5717,3418,4,958744177,M,25,0,03766,Thelma & Louise (1991),Action|Drama,False
332252,3778,3524,3,966038018,M,25,0,61832,Arthur (1981),Comedy|Romance,False
996251,4531,2164,2,964740301,M,18,4,85701,Surf Nazis Must Die (1987),Drama,False
295055,5511,1513,3,959788643,M,45,1,92407,Romy and Michele's High School Reunion (1997),Comedy,False
396031,5689,805,4,961988496,M,25,0,84119,"Time to Kill, A (1996)",Drama,False
774342,3766,413,1,966081578,F,18,1,45458,Airheads (1994),Comedy,False
675782,1600,1562,2,974733123,M,35,7,08234,Batman & Robin (1997),Action|Adventure|Crime,False
338914,5771,1947,3,958752989,M,25,7,95616,West Side Story (1961),Musical|Romance,False
446405,1826,671,2,974697405,M,45,11,49265,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,False
47835,2208,260,4,974615097,M,25,0,10006,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
63948,3280,648,3,968169716,M,25,7,33486,Mission: Impossible (1996),Action|Adventure|Mystery,False
735575,1546,3952,4,991795647,M,25,4,22903,"Contender, The (2000)",Drama|Thriller,False
662410,746,2807,1,975468880,F,18,19,95019,Universal Soldier: The Return (1999),Action|Sci-Fi,False
179539,4750,356,5,963193815,F,25,0,91107,Forrest Gump (1994),Comedy|Romance|War,False
922665,3285,2672,2,968626069,M,25,4,44706,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,False
907335,2153,2147,2,974620216,M,18,16,97405,"Clan of the Cave Bear, The (1986)",Drama,False
561054,4277,246,5,965645740,M,35,16,98133,Hoop Dreams (1994),Documentary,False
343387,4904,912,5,962684421,M,50,15,63121,Casablanca (1942),Drama|Romance|War,False
428718,4360,3363,4,965188306,F,25,9,98001,American Graffiti (1973),Comedy|Drama,False
939235,1607,2714,3,974732797,M,45,1,02135,"Wood, The (1999)",Drama,False
100232,1335,1834,4,974776944,M,35,0,14228,"Spanish Prisoner, The (1997)",Drama|Thriller,False
879473,202,19,2,976941318,M,18,4,53706,Ace Ventura: When Nature Calls (1995),Comedy,False
471530,6011,1371,3,956783966,M,35,15,80538,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,False
187658,5684,2735,3,958608725,M,18,16,94110,"Golden Child, The (1986)",Action|Adventure|Comedy,False
216849,3770,1036,5,966048433,F,35,3,50322,Die Hard (1988),Action|Thriller,False
83193,4888,1253,2,962741138,F,56,0,08055,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,False
321056,4607,34,5,964307316,M,25,0,27403,Babe (1995),Children's|Comedy|Drama,False
879401,3311,15,1,967960706,M,25,4,90039,Cutthroat Island (1995),Action|Adventure|Romance,False
696057,2047,785,4,974663938,M,1,10,06437,Kingpin (1996),Comedy,False
961357,4921,2360,5,962671030,F,25,15,92507,"Celebration, The (Festen) (1998)",Drama,False
555804,3143,2706,2,968987094,F,50,16,90272,American Pie (1999),Comedy,False
956515,1448,1053,4,976550342,F,25,3,17522,Normal Life (1996),Crime|Drama,False
176821,5300,1968,3,960976333,M,25,20,94111,"Breakfast Club, The (1985)",Comedy|Drama,False
750511,2683,3763,5,979964279,M,35,7,60188,F/X (1986),Action|Crime|Thriller,False
461234,4508,2161,3,964980167,M,25,20,15701,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
936030,1726,438,1,974711747,M,25,2,60160,"Cowboy Way, The (1994)",Action|Comedy,False
76013,5885,1213,5,957488773,M,25,1,96930,GoodFellas (1990),Crime|Drama,False
817967,520,3018,4,976206871,F,35,20,55104,Re-Animator (1985),Horror,False
362189,506,2712,3,976207932,M,25,16,55103-1006,Eyes Wide Shut (1999),Drama,False
736840,1219,2808,3,979518807,M,25,7,12206,Universal Soldier (1992),Action|Sci-Fi,False
566677,3827,788,2,966129324,M,50,2,87020,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
253333,2837,3081,3,972571456,M,18,0,49506,Sleepy Hollow (1999),Horror|Romance,False
199857,1613,1266,5,974732294,M,18,20,61801,Unforgiven (1992),Western,False
450284,1360,316,3,974771645,M,25,20,14895,Stargate (1994),Action|Adventure|Sci-Fi,False
456928,4014,3608,5,965538547,M,25,0,48316-5601,Pee-wee's Big Adventure (1985),Comedy,False
986804,1812,3851,5,976498766,F,25,12,48103,I'm the One That I Want (2000),Comedy,False
514943,4867,2005,4,962851630,M,25,16,04101,"Goonies, The (1985)",Adventure|Children's|Fantasy,False
342234,564,912,5,976040449,M,45,1,49419,Casablanca (1942),Drama|Romance|War,False
857299,5306,3555,4,961012777,F,25,17,92121,U-571 (2000),Action|Thriller,False
745783,5312,2409,4,962158115,M,25,1,10463,Rocky II (1979),Action|Drama,False
16401,3007,1035,5,970539956,M,35,0,33174,"Sound of Music, The (1965)",Musical,False
934554,4472,2861,3,965067841,F,45,16,14424,For Love of the Game (1999),Comedy|Drama,False
289895,3841,1729,5,965996765,M,45,18,26101,Jackie Brown (1997),Crime|Drama,False
858074,4979,379,4,962602211,M,35,2,55423,Timecop (1994),Action|Sci-Fi,False
279589,5508,2734,2,959724040,M,25,20,94519,"Mosquito Coast, The (1986)",Drama,False
37307,4928,1836,4,962657330,F,25,3,92103,"Last Days of Disco, The (1998)",Drama,False
74289,4088,1687,2,965432183,M,25,3,77057,"Jackal, The (1997)",Action|Thriller,False
613118,4662,2882,2,963870140,F,18,4,84109,Jakob the Liar (1999),Drama,False
23624,889,1270,4,975248864,M,45,20,10024,Back to the Future (1985),Comedy|Sci-Fi,False
578008,2837,2641,4,972574423,M,18,0,49506,Superman II (1980),Action|Adventure|Sci-Fi,False
689858,5163,1258,5,961951200,M,45,6,53216,"Shining, The (1980)",Horror,False
89733,1340,3147,3,974786152,M,25,7,14302,"Green Mile, The (1999)",Drama|Thriller,False
399527,3945,1343,3,965687945,F,45,1,96778,Cape Fear (1991),Thriller,False
964411,4130,227,3,965355236,M,35,6,48439,Drop Zone (1994),Action,False
102037,5983,3471,4,956926143,M,25,3,29208,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
287944,752,1653,2,975459837,F,25,3,97401,Gattaca (1997),Drama|Sci-Fi|Thriller,False
39163,3298,2762,4,968047939,M,1,10,20876,"Sixth Sense, The (1999)",Thriller,False
301206,3216,1732,5,968459105,M,35,1,54481,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
689570,3679,1258,4,966448179,M,25,4,68108,"Shining, The (1980)",Horror,False
699473,1613,2860,1,974734448,M,18,20,61801,Blue Streak (1999),Comedy,False
217780,1741,3702,4,974707253,M,35,7,91107,Mad Max (1979),Action|Sci-Fi,False
265482,223,1704,5,976905220,M,25,17,28262,Good Will Hunting (1997),Drama,False
898864,1069,436,1,974944997,M,25,20,98105,Color of Night (1994),Drama|Thriller,False
518269,97,898,5,999717140,F,35,3,66210,"Philadelphia Story, The (1940)",Comedy|Romance,False
720958,3476,799,1,968952428,M,50,0,44126,"Frighteners, The (1996)",Comedy|Horror,False
218036,3263,3702,5,968217224,M,50,11,66048,Mad Max (1979),Action|Sci-Fi,False
280090,2050,2013,3,975522949,F,35,3,99504,"Poseidon Adventure, The (1972)",Action|Adventure,False
504032,5273,1125,4,961111240,M,56,20,91030,"Return of the Pink Panther, The (1974)",Comedy,False
911326,1897,615,3,1017696451,F,50,2,94530,Bread and Chocolate (Pane e cioccolata) (1973),Drama,False
